id,replied_by_author,parent_comment_id,author,no_of_replies,text,category,"Legend: (blank lang yung replied sticker/image)
1 - Positive response
2 - Negative response
3 - Inquiry
4 - Tagged a person/Shared a link
5- Neutral
6- diff language"
2204198146329309-23,FALSE,0,Mayskie Mai Em,0,Thank you Sir Manny.,1,
2204198146329309-24,FALSE,0,Leah Laya Gatcho,0,Good jod Sir Manny,1,
2204198146329309-25,FALSE,0,Dan Pornel,0,Thanks for sharing a glimpse of our dear Sec. Pinol’s quest to improve the lives of Filipinos,1,
2204198146329309-26,FALSE,0,Jonard Nonesa Estabillo,0,"Just imagine if they tasted our mangoes, and could be imported directly to moscow. That would have been an enourmos value of trade...",1,
2204632086285915-1,FALSE,0,Bry Macalma,18,"Palay buying price=15p/kg,  Rice market price=50p/kg. copra buying price=12p/kg cooking oil market price=80p/kg kawawa mag sasaka,middle man yumayaman.",2,
2204632086285915-2,FALSE,2204632086285915-1,Amel Mamhot Gabrillo,0,Bry Macalma correct middle ang yumayaman,1,
2204632086285915-3,FALSE,2204632086285915-1,Paolo Viray,0,bakit walang comment ang secretary sa issue na to?  puro rising rising wala nman nangyyari... araw araw nagpapalabas ng article pero walang sagot sa hinaing ng karamihan!!!,3,
2204632086285915-4,FALSE,2204632086285915-1,Paolo Viray,0,Bry Macalma sad reality sir but unanswered,2,
2204632086285915-5,FALSE,2204632086285915-1,Minerva Soto Cacal,0,Bry Macalma very true. What can DA do to help us farmers?,3,
2204632086285915-6,FALSE,2204632086285915-1,Ali Quezon,0,grabe naman baba ng kupra...saan yan samin buying pa namin nasa 14 pa...ang pabili namin sa city 15-15.5 pa...malapit pa naman kayo sa davao...malaki ang ganansiya ng mga negosyante jan...,2,
2204632086285915-7,FALSE,2204632086285915-1,Christian Villafania De Jesus,0,maganda bigyan ng sariling transpo ang magsasaka o kaya naman ung midman ay hawakan ng goverment 60/40 ang hatian pede na siguro,1,
2204632086285915-8,FALSE,2204632086285915-1,MG Ramos,0,sandali lang cooking oil is 40-50php to correct,5,
2204632086285915-9,FALSE,2204632086285915-1,Cheking Feji,0,hoy manny pinol  comment ka,2,
2204632086285915-10,FALSE,2204632086285915-1,Zandro Davao,0,"MG Ramos coco oil is 80- 90, palm oil 49-52",5,
2204632086285915-11,FALSE,2204632086285915-1,Mary Grace C. Belleza,0,May free Palay seeds pero pili lang naman ang nabi igyan dito sa lugar namin,1,
2204632086285915-12,FALSE,2204632086285915-1,Deo Moncada Alising,0,"Palay buying sa NFA =P20/kilo na. Ibang branch tig P25. Mataas na ang iba pang agri products ngayon. Masipag na DA ngayon, puro parin tayo reklamo.",1,
2204632086285915-13,FALSE,2204632086285915-1,Kian Lalic,0,Grbe ntlga c digong dnya nkita gnu pg hirap sa mga  farmer subrang mura ng copra inuna lng nya png war ship na billion2 halaga npabayaan nnya mga magsasaka na puyat na mgtrabaho tpos Ang mura ng price sa buying products sa copra at palay,1,
2204632086285915-14,FALSE,2204632086285915-1,Nyl Paniamogan,0,"Tikalon kasi secretary ng D.A at panabong na manok lang ang alam. Ultimo pag sagot sa pagtaas ng input sa pagsasaka, ini-iwasan ni Peñol, kung bakit tumaas ng 50% sa loob ng dalawang taon pa lamang nya at ni Duterte kumpara sa 12 taon ni arroyo at aquino.",2,
2204632086285915-15,FALSE,2204632086285915-1,Tina Layno,0,Sana bigyan pansin ito ng mga taga pamahala at grabi ang pag baba ng presyo ng producto mula sa magsasaka..paano pa ung mahihirap umuutang pa para may pang gastos sa kailangan ng sakahan tpos pag ani sa sobrang baba ng kuha ng mga middle man kulang pa.. Kadalasan magsasaka cla ung salat at walang maihain sa hapag kainan dahil sa kulang pa pambayad sa napag utangan ang ani nila.. Plesss admin patulong nman ang mayaman lng ang lalong yumayaman ang mahirap lalong nag durusa.. 😔 😔,2,
2204632086285915-16,FALSE,2204632086285915-1,Joseph Tan,0,Bry Macalma korek the most neglected and abuse sector of our society..  Laging ginagamit... Ngayon naman presyo ng sibuyas bagsak.. Mag sasaka na naman lugi,2,
2204632086285915-17,FALSE,2204632086285915-1,Renato Nacar,0,Alisin na kasi mga middleman switik mga yan!!!,2,
2204632086285915-18,FALSE,2204632086285915-1,Neb Olibat,0,Cge daw be ipreto ng i.o g lubi dili na himuon oh mantika mo gamit cla og krudo kuryente kanang humay long aga na na wlag gi gamitan og mkina makaon b diay na kng naay pasi,2,
2204632086285915-19,FALSE,2204632086285915-1,Nyl Paniamogan,0,Yung sinasabi mong middle man sa palay sila yung financier sa pagsasaka.,5,
2204632086285915-20,FALSE,0,Glenn Deewes,1,"Repost Dear Friends, Will you please post and help me forward this message to all your other groups so that it gets circulated, thanks. Soon the season of fruits like mango, durians, rambutans, langsat (lansones), duku, mangosteen, jack fruit, etc will be here. My request to all of us is to NOT throw the seeds in your rubbish bin, but INSTEAD to wash them, dry them (in the sun) and pack it in newspaper and keep it in your car. Whenever you go out and find an open baren land while travelling, be it on a village road, on an empty motorway, throw these seeds. They will germinate easily in the the coming monsoon.  If with this simple act, we can contribute even a single tree each season to our world, our mission of greening this world would be successful.  The Thai government has been promoting this to all its citizen over the last few years. Many of their other districts officers have been driving this campaign aggressively which has been very successful. The number of fruit trees in the wild have multiplied many times over particularly in the Northern districts of Thailand.  Let’s us also join the Thais in this brilliant initiative to spread abundance in nature and in this simple yet effective way and contribute back to our next generations. Please forward to all groups...",1,
2204632086285915-21,FALSE,2204632086285915-20,Willy Cardenas,0,Glenn Deewes noble idea. . .,1,
2204632086285915-22,FALSE,0,Jai Lumando,0,hope coconut price will increase too...,1,
2204632086285915-23,FALSE,0,Rosewynne Diosana,0,Rosalyn Diosana Meneses Jeffrey Meneses Marie Meneses,4,
2204632086285915-24,FALSE,0,Jc Ginete,0,Joe Harry Boterie,4,
2204632086285915-25,FALSE,0,Wazky Uy,0,Harold Lu,4,
2204632086285915-26,FALSE,0,Criselda Sorilla,0,Praise God! Ryan Sorilla,1,
2204632086285915-27,FALSE,0,Tina Wycoco Paulino,0,Michael Tiu Lim,4,
2204632086285915-28,FALSE,0,جميلة صديق,0,Ang copra pud unta,3,
2204632086285915-29,FALSE,0,Mary Anne Hoover-Goodrich,0,My late grandfather started the planting of rubber trees and the logging concessions in Mindanao...when they cut trees they reforestrated now they just cut cut cut that is why a lot of forests are denuded...they also planted paper trees which later on was continUEd by the late Hans Menzi that was called the Internation Paper Mill..his ashes were scattered in Manila Bay...He was an oldtimer Swiss Business man who owned Bulletin Today Liwayway Publishing and other chain of businesses...he was the God father of Bongbong Marcos...I do not know if Bongbong was one of his heirs because he had no heirs...so I heard that Bongbong was one of them...Mindanao is really the land of promise that is why a lot of folks moved out there when the had the homestead grants!!!,1,
2204632086285915-30,FALSE,0,Minette Ann Mosqueda Alonso,0,How about the copra sir?we are still looking forward for the price to rise up!break even lng or d kaya lugi pa kami sa pagod😟,3,
2204632086285915-31,FALSE,0,Ricky Rustia Danseco,0,Stick to issues. This is a distraction. Only a few have rubber plantations like yourself. Mag resign ka kung hindi mo kaya. Puro nlang ba deregulation ang sagot sa mga problema sa agrikultura?? KAMOTE 👊,2,
2204632086285915-32,FALSE,0,Richie P. Mansueto,2,"How about coconut prices Sir? Please do something. Many coconut farmers from Davao Oriental are now starving. This is such a big disappointment and the irony is, it happened again during Duterte's administration. We were so pessimistic when you sat down as agriculture secretary. We never expected this worst thing to happen. But still, I am hopeful Sir. Hope you can do something about this as soon as possible.",3,
2204632086285915-33,FALSE,2204632086285915-32,Marjorie Alfanta,0,Not just in Davao pero ang tanan na coconut farmers.. Perting looya.. Dili na lang ta ganahan mag kopras kay mahal ang bayad sa labor barato kaayo ang presyo..,2,
2204632086285915-34,FALSE,2204632086285915-32,Arnold Daguit,0,"Nung panahon ng presidential election nagre range ang price ng copra ng 40pesos to 50 pesos amg kilo peto mung nagpalit ma ng pamumuno ang ating bansa mukhang may hokus pukos nangyayari pinabayaan tayong mga magsasaka puro nlang sila pangaka gaganda ang presyo ng produkto nating magsasaka pero sa facebook lng pala wala sa realidad,di kaya bayad utang sa mga nakaupo ngayon sa gobyerno kaya nagbingibimgihan nlang sila sa mga hinaing nating mga magsasaka.",2,
2204632086285915-35,FALSE,0,Bang Momongan Conanan,0,Nesson Binobo,4,
2204632086285915-36,FALSE,0,Tom Fiel,22,How about palay prices at 15 to 16 per kilo? Bad news for palay farmers..,3,
2204632086285915-37,FALSE,2204632086285915-36,Ondo Pielago Santos,0,Tom Fiel sa amin 14.50 to 14 pesos per kilo  🙁🙁,2,
2204632086285915-38,FALSE,2204632086285915-36,Tom Fiel,0,Ondo Pielago Santos naku po.. saan yan?,3,
2204632086285915-39,FALSE,2204632086285915-36,Rodel Pedral,0,Sa NFA nyo ibenta.  By:Piñol,2,
2204632086285915-40,FALSE,2204632086285915-36,Tom Fiel,0,Rodel Pedral sira ulo din lang magbenta sa nfa.. come to think of it.. dry na binibili nla kng may 100 sacks ka na basa pa ang kuha ng trader sa amin nasa 21 per kilo dati kng sa nfa ka 17 per kilo yung 100 sacks mo na basa pa pag binilad mo yan at dry na nasa 60 to 70 sacks nlang yan.. bobo lang magbibenta sa nfa..,2,
2204632086285915-41,FALSE,2204632086285915-36,Ondo Pielago Santos,0,"Tom Fiel Bayugan City, Agusan del Sur... Trento Agusan del Sur sobrang mura talaga lugi talaga",2,
2204632086285915-42,FALSE,2204632086285915-36,Ondo Pielago Santos,0,Rodel Pedral NFA kaso kailangan mo pa ipa dry kasi di sila tumatangagap ng fresh harvest,2,
2204632086285915-43,FALSE,2204632086285915-36,Tom Fiel,0,Ondo Pielago Santos davao del norte ako.. sa asuncion..,5,
2204632086285915-44,FALSE,2204632086285915-36,Ondo Pielago Santos,0,Wala talaga kawawa kami mga small farmers dito sa lugar namin kulang supporta ng gobyerno...hahay ieewan ko bah,2,
2204632086285915-45,FALSE,2204632086285915-36,Rodel Pedral,0,Tom Fiel yan nalang kasi ang alam isagot ni piñol eh. At abangan ang kanyang solar irrigation. Million ang halaga nun at ang produktong dinidiligan nun eh tig 14pesos per kilo lang😂,2,
2204632086285915-46,FALSE,2204632086285915-36,Ondo Pielago Santos,0,Tom Fiel ah ok buti siguro sa inyo dha medyu mahal yung bilihan sa palay,1,
2204632086285915-47,FALSE,2204632086285915-36,Tom Fiel,0,Rodel Pedral maling mali talaga desisyon nla.. di nla iniisip yung mga magsasaka.. mga importer lang ng bigas ang lalong yayaman..,2,
2204632086285915-48,FALSE,2204632086285915-36,Tom Fiel,0,Ondo Pielago Santos lugi prin.. ok lang sana kng bibigyan tayo ng gobyerno 35k per hectar yun yung tantya ko na malulugi natin per hectar..,2,
2204632086285915-49,FALSE,2204632086285915-36,Ritzzy Sipin Pascua,0,"Tom Fiel are you a farmer 👩‍🌾 or private employee you visit website ng nfa by provinces how progressive they are bago mag comment search muna or you are troll by dilawan oppositions,,,",2,
2204632086285915-50,FALSE,2204632086285915-36,Ondo Pielago Santos,0,Tom Fiel oo nga frin grabi gyud lugi talaga ambot bah nganu nga mao ni ila gi presyu sa kalahatan... Tapos pesticides and fertilizer ang mahal di talaga balansi,2,
2204632086285915-51,FALSE,2204632086285915-36,Tom Fiel,0,Ritzzy Sipin Pascua farm owner tanga.. wag mo kong tawaging troll kasi di mo alam pinagsasabi mo..,2,
2204632086285915-52,FALSE,2204632086285915-36,Tom Fiel,0,Ritzzy Sipin Pascua ayaw kog tawagag troll kay taga davao ko si duterte giboto nko ayaw pataka dha sulti nga troll ko.. try mo pumunta dto para malaman mo ang sitwasyon..,5,
2204632086285915-53,FALSE,2204632086285915-36,Inshi Raz Zainal,0,South Cotabato 17.50 fresh palay,1,
2204632086285915-54,FALSE,2204632086285915-36,Ramos Cel,0,Nueva ecija 13-15 😔,2,
2204632086285915-55,FALSE,2204632086285915-36,Tom Fiel,0,Ramos Cel wla na kawawa talaga mga palay farmer ngayon.. pati modernization ng puv at pub kawawa pati rin kami tinamaan sa modernization wla suporta ang gobyerno..,2,
2204632086285915-56,FALSE,2204632086285915-36,Bern Lee,0,Ritzzy Sipin Pascua punta po kayo Isabela para makita niyo bili kayo bukid para alam niyo hinaing mga Farmers.,9,
2204632086285915-57,FALSE,2204632086285915-36,Bern Lee,0,Ritzzy Sipin Pascua progressive sa website in actual nganga,2,
2204632086285915-58,FALSE,2204632086285915-36,Nyl Paniamogan,0,"Even NFA walang kwenta bumili, dami chichiburichi. Kung kaya ng mga traders bumili ng palay sa 20 pisos noon bakit 17 lang sila at e dry mo kaysa 20 pisos na wet. Ngayon 20 kuno pero kailangan dry. Kung totoong may malasakit ang NFA dapat di pinapahirapan ang farmers.",2,
2204632086285915-59,FALSE,0,Franelen Orit España,0,John Fhilip Orit,4,
2204632086285915-60,FALSE,0,Clarita Carlos,0,"YEBA! Things are finally looking up for the natural rubber producers!    Thank you, Sec Emmanuel Pinol , for your untiring support for the small producers of our natural rubber!",1,
2204632086285915-61,FALSE,0,Cheryl M Yorong,0,Sol Yorong,4,
2204632086285915-62,FALSE,0,Mae Bells,0,how about coconuts??,3,
2204632086285915-63,FALSE,0,Say Almadinie,0,Milky Palconite Martinez 🤔,4,
2204632086285915-64,FALSE,0,Jean Antao Graciano,0,Sir. How about the coconut?,3,
2204632086285915-65,FALSE,0,Ysa Ada Ramos,0,Alex Bermudez👍🏻👍🏻,1,
2204632086285915-66,FALSE,0,Jonalyn Rabanos Garcia,0,Kyrie Abigail ikaw jud ako na remember last time u told me gusto ka mag tanum ug rubber,1,
2204632086285915-67,FALSE,0,Bong Fahit,0,North cotabato rubber price..22pesos p/kl acid 60 ml 60pesos + toppers 40% patay tayo dyan...,2,
2204632086285915-68,FALSE,0,Gregg Gallemit,0,What about the problem in marina regarding the processing cop's that it take 15 D's or more?,3,
2204632086285915-69,FALSE,0,Jurdan Quijano Almacen,0,How about copra?,3,
2204632086285915-70,FALSE,0,Willy Roldan,0,Mabuhay ang rubber farmers... salamat Sec Piñol,1,
2204632086285915-71,FALSE,0,George Salinas,0,Sana huwag naman lahat magtanim ng rubber baka mag over supply na naman tapos babagsak din ang presyo. It is better for DA to study which crops are better suited to a province. For ex Highland Alfonso Cavite you can plant black pepper and coffee but these are not suitable to other provinces.,2,
2204632086285915-72,FALSE,0,Zevince Sabuj,0,How about the coconut oil boss???????,3,
2204632086285915-73,FALSE,0,Gem L Navalt,2,How about the palm oil prices secretary? Hope it will rise soon.,3,
2204632086285915-74,FALSE,2204632086285915-73,Rudy De Vicente Acuril,0,Yes sa palm oil madali ka talaga aasenso nuong 7 per kilo pa 7months lang nakabili na ako ng 4wrd.  7pesos pa ang sedlings 85pesos lang ang 0060abono 900lang ang 2100  400pesos lang ang labor nuon 250p per day. Ang gas nuon mura pa. Ang palmoil ay every 10days harvest na. Hinde pa mainit . May kambing ka pa as alternative income . 1 to 2 years ma intercrop mo pa ng saging or mais. Sa ngayon ang presyo 280 to 340 n lang. Samantala yon ang nagpaasenso sa malaysia at indonesia.,1,
